,job_id,minsep,Deff_membrane,Deff_slot,phi_membrane,phi_slot
59,0060,1000.0,0.004287727920655946,0.007824609477326057,0.5421993439941347,0.9894512735915186
60,0061,1000.0,0.0043264297508729885,0.007823133248153896,0.5472498490446399,0.989547618023315
61,0062,1000.0,0.00436556580493067,0.00782246180431016,0.5523003540951442,0.9896422186663119
62,0063,1000.0,0.004405147561714567,0.00782259387640793,0.5573508591456497,0.9897351224385486
63,0064,1000.0,0.004447955362069143,0.007828401437241691,0.5624013641961547,0.9898263745898622
64,0065,1000.0,0.004488628694937542,0.007830383097776507,0.5674518692466601,0.9899160187753892
65,0066,1000.0,0.004529134361452751,0.007832040205830955,0.5725023742971654,0.9900040971251934
66,0067,1000.0,0.0045650713450055115,0.00782583659143802,0.5775528793476707,0.9900906503102926
67,0068,1000.0,0.0046124816557969505,0.007839239208993962,0.5826033843981758,0.990175717605275
68,0069,1000.0,0.004648759601215653,0.007833654476942124,0.5876538894486796,0.9902593369477212
69,0070,1000.0,0.004686907267541647,0.007831288092601234,0.5927043944991854,0.9903415449946275
70,0071,1000.0,0.004728315596436757,0.0078343639171086,0.5977548995496909,0.9904223771759689
71,0072,1000.0,0.0047722736813913084,0.007841578331248789,0.6028054046001953,0.9905018677456267
72,0073,1000.0,0.004812636077297602,0.007842814348188685,0.6078559096507004,0.9905800498297859
73,0074,1000.0,0.00485544258904965,0.007847980674545557,0.6129064147012049,0.9906569554729572
74,0075,1000.0,0.004893669639281688,0.007845721365002221,0.617956919751711,0.9907326156817788
75,0076,1000.0,0.0049333996844223285,0.007845888654743944,0.623007424802216,0.9908069291549143
76,0077,1000.0,0.0049731803709010996,0.007846133174808107,0.6280579298527205,0.9908801886065132
77,0078,1000.0,0.005010458695891536,0.007842457089221534,0.6331084349032262,0.9909522898071241
78,0079,1000.0,0.0050532421017317666,0.00784738773445404,0.6381589399537309,0.9910232600096787
79,0080,1000.0,0.005094872930718199,0.007850465683129986,0.6432094450042354,0.9910931256187755
80,0081,1000.0,0.005137593126944305,0.00785516169216195,0.6482599500547409,0.9911619122234279
81,0082,1000.0,0.0051768849637310235,0.00785458408290224,0.6533104551052458,0.9912296446283081
82,0083,1000.0,0.005217394684076808,0.007855849030016791,0.6583609601557509,0.9912963468835779
83,0084,1000.0,0.005258307677748013,0.007857697510898917,0.6634114652062559,0.9913620423133562
84,0085,1000.0,0.005297818916337245,0.007857439291646251,0.6684619702567611,0.9914267535429125
85,0086,1000.0,0.005339676713151053,0.007860639324936122,0.6735124753072665,0.9914905025246471
86,0087,1000.0,0.005375911437242475,0.007855575384310037,0.6785629803577725,0.9915533105629192
87,0088,1000.0,0.0054189425416595,0.00786044412636323,0.6836134854082776,0.9916151983377828
88,0089,1000.0,0.0054558701442743475,0.007856453007755062,0.6886639904587797,0.9916761859276902
89,0090,1000.0,0.005500990285085248,0.007864231598894433,0.6937144955092854,0.9917362928312233
90,0091,1000.0,0.005541959492771373,0.007866007021998076,0.698765000559792,0.991795537987852
91,0092,1000.0,0.00558150552167655,0.007865751553679409,0.7038155056102973,0.9918538233167848
92,0093,1000.0,0.005617256497758061,0.007860189304283362,0.7088660106608018,0.9919114004767416
93,0094,1000.0,0.005658637217851936,0.007862527502699534,0.7139165157113063,0.99196816953705
94,0095,1000.0,0.005702648714433986,0.00786846303455003,0.7189670207618108,0.9920241473917618
95,0096,1000.0,0.005739167636589542,0.007864049771935847,0.7240175258123168,0.9920793504672757
96,0097,1000.0,0.005784157419429734,0.007871224529533245,0.7290680308628223,0.9921337947384016
97,0098,1000.0,0.005825105421264734,0.007872838726350972,0.7341185359133268,0.9921874957437796
98,0099,1000.0,0.005859364022560611,0.007865451365877973,0.7391690409638311,0.9922404686006648
99,0100,1000.0,0.00590079565201023,0.007867727536013641,0.744219546014337,0.992292728019116
